decimalLatitude,decimalLongitude,eventDate,month,species,sst,presence,sst_sq,month_sin,month_cos,lat_abs
12.88333,123.6,2005-05-24 12:00:00+00:00,5,whale_shark,28.4943216216264,1,811.9263646766858,0.49999999999999994,-0.8660254037844387,12.88333
12.9333,123.533,2009-03-10 12:00:00+00:00,3,whale_shark,28.51596874092765,1,813.1604732335629,1.0,6.123233995736766e-17,12.9333
-21.9013,113.9015,2005-04-15 12:00:00+00:00,4,whale_shark,25.675786608329787,1,659.2460179564872,0.8660254037844387,-0.4999999999999998,21.9013
21.8467732571,-105.8858531853,2019-03-10 18:59:00+00:00,3,whale_shark,27.450065191434188,1,753.5060790139869,1.0,6.123233995736766e-17,21.8467732571
-23.0322,113.715,2008-05-01 12:00:00+00:00,5,whale_shark,25.03678867284756,1,626.8407870488279,0.49999999999999994,-0.8660254037844387,23.0322
16.1392,-86.9041,2005-02-09 12:00:00+00:00,2,whale_shark,28.382852796658295,1,805.5863328767736,0.8660254037844386,0.5000000000000001,16.1392
-21.9013,113.9015,2004-05-20 12:00:00+00:00,5,whale_shark,25.675786608329787,1,659.2460179564872,0.49999999999999994,-0.8660254037844387,21.9013
-21.9013,113.9015,2003-05-23 12:00:00+00:00,5,whale_shark,25.675786608329787,1,659.2460179564872,0.49999999999999994,-0.8660254037844387,21.9013
-11.7582527001,143.9447315658,2024-10-25 02:10:13+00:00,10,whale_shark,27.42519626468028,1,752.1413901562332,-0.8660254037844386,0.5000000000000001,11.7582527001
-23.9736,35.5122,2006-03-02 12:00:00+00:00,3,whale_shark,25.938334449139678,1,672.7971939954261,1.0,6.123233995736766e-17,23.9736
12.9333,123.533,2009-01-25 12:00:00+00:00,1,whale_shark,28.51596874092765,1,813.1604732335629,0.49999999999999994,0.8660254037844387,12.9333
-21.9013,113.9015,2009-06-09 12:00:00+00:00,6,whale_shark,25.675786608329787,1,659.2460179564872,1.2246467991473532e-16,-1.0,21.9013
24.2333586535,-110.5121484966,2017-11-20 17:10:00+00:00,11,whale_shark,25.62419959108303,1,656.5996046836598,-0.5000000000000004,0.8660254037844384,24.2333586535
12.9333,123.533,2009-01-21 12:00:00+00:00,1,whale_shark,28.51596874092765,1,813.1604732335629,0.49999999999999994,0.8660254037844387,12.9333
12.9333,123.533,2008-03-29 12:00:00+00:00,3,whale_shark,28.51596874092765,1,813.1604732335629,1.0,6.123233995736766e-17,12.9333
12.91667,123.53333,2009-04-02 12:00:00+00:00,4,whale_shark,28.51596874092765,1,813.1604732335629,0.8660254037844387,-0.4999999999999998,12.91667
12.91667,123.53333,2009-03-24 12:00:00+00:00,3,whale_shark,28.51596874092765,1,813.1604732335629,1.0,6.123233995736766e-17,12.91667
-21.9013,113.9015,2007-06-11 12:00:00+00:00,6,whale_shark,25.675786608329787,1,659.2460179564872,1.2246467991473532e-16,-1.0,21.9013
-23.0322,113.715,2008-02-04 12:00:00+00:00,2,whale_shark,25.03678867284756,1,626.8407870488279,0.8660254037844386,0.5000000000000001,23.0322
9.5195359969,123.2527437044,2023-11-11 02:52:03+00:00,11,whale_shark,29.08466877570812,1,845.9179577926509,-0.5000000000000004,0.8660254037844384,9.5195359969
-21.9013,113.9015,2003-06-20 12:00:00+00:00,6,whale_shark,25.675786608329787,1,659.2460179564872,1.2246467991473532e-16,-1.0,21.9013
-21.9013,113.9015,2008-06-15 12:00:00+00:00,6,whale_shark,25.675786608329787,1,659.2460179564872,1.2246467991473532e-16,-1.0,21.9013
12.9333,123.533,2005-04-22 12:00:00+00:00,4,whale_shark,28.51596874092765,1,813.1604732335629,0.8660254037844387,-0.4999999999999998,12.9333
11.0,72.5,1928-07-02 00:00:00+00:00,7,whale_shark,29.056636180448404,1,844.2881061229432,-0.4999999999999997,-0.8660254037844388,11.0
-21.9013,113.9015,2002-06-25 12:00:00+00:00,6,whale_shark,25.675786608329787,1,659.2460179564872,1.2246467991473532e-16,-1.0,21.9013
-21.9013,113.9015,2007-05-09 12:00:00+00:00,5,whale_shark,25.675786608329787,1,659.2460179564872,0.49999999999999994,-0.8660254037844387,21.9013
-21.9013,113.9015,2009-04-08 12:00:00+00:00,4,whale_shark,25.675786608329787,1,659.2460179564872,0.8660254037844387,-0.4999999999999998,21.9013
-23.0322,113.715,1999-06-02 12:00:00+00:00,6,whale_shark,25.03678867284756,1,626.8407870488279,1.2246467991473532e-16,-1.0,23.0322
-23.9736,35.5122,2006-10-18 12:00:00+00:00,10,whale_shark,25.938334449139678,1,672.7971939954261,-0.8660254037844386,0.5000000000000001,23.9736
-23.9736,35.5122,2009-02-17 12:00:00+00:00,2,whale_shark,25.938334449139678,1,672.7971939954261,0.8660254037844386,0.5000000000000001,23.9736
12.9333,123.533,2008-04-08 12:00:00+00:00,4,whale_shark,28.51596874092765,1,813.1604732335629,0.8660254037844387,-0.4999999999999998,12.9333
-23.0322,113.715,2003-04-06 12:00:00+00:00,4,whale_shark,25.03678867284756,1,626.8407870488279,0.8660254037844387,-0.4999999999999998,23.0322
3.475,72.8375,2008-05-08 12:00:00+00:00,5,whale_shark,29.31232507431667,1,859.2124012624139,0.49999999999999994,-0.8660254037844387,3.475
-21.9013,113.9015,2009-05-27 12:00:00+00:00,5,whale_shark,25.675786608329787,1,659.2460179564872,0.49999999999999994,-0.8660254037844387,21.9013
-23.9736,35.5122,2008-10-24 12:00:00+00:00,10,whale_shark,25.938334449139678,1,672.7971939954261,-0.8660254037844386,0.5000000000000001,23.9736
12.9333,123.533,2009-03-26 12:00:00+00:00,3,whale_shark,28.51596874092765,1,813.1604732335629,1.0,6.123233995736766e-17,12.9333
-23.9736,35.5122,2008-11-26 12:00:00+00:00,11,whale_shark,25.938334449139678,1,672.7971939954261,-0.5000000000000004,0.8660254037844384,23.9736
-23.9736,35.5122,2007-05-18 12:00:00+00:00,5,whale_shark,25.938334449139678,1,672.7971939954261,0.49999999999999994,-0.8660254037844387,23.9736
-21.9013,113.9015,2008-04-23 12:00:00+00:00,4,whale_shark,25.675786608329787,1,659.2460179564872,0.8660254037844387,-0.4999999999999998,21.9013
12.9333,123.533,2009-04-07 12:00:00+00:00,4,whale_shark,28.51596874092765,1,813.1604732335629,0.8660254037844387,-0.4999999999999998,12.9333
9.35,98.01667,2007-12-17 12:00:00+00:00,12,whale_shark,29.395040714741963,1,864.0684186213377,-2.4492935982947064e-16,1.0,9.35
16.1309,-86.9209,2006-04-05 12:00:00+00:00,4,whale_shark,28.395094048781985,1,806.2813660391741,0.8660254037844387,-0.4999999999999998,16.1309
-10.88333,122.8,1995-12-16 12:00:00+00:00,12,whale_shark,28.663949411022987,1,821.6219958376851,-2.4492935982947064e-16,1.0,10.88333
21.55,-86.63333,2009-07-31 12:00:00+00:00,7,whale_shark,26.948283835644304,1,726.2100016864481,-0.4999999999999997,-0.8660254037844388,21.55
-21.9013,113.9015,2004-04-13 12:00:00+00:00,4,whale_shark,25.675786608329787,1,659.2460179564872,0.8660254037844387,-0.4999999999999998,21.9013
12.9333,123.533,2007-04-24 12:00:00+00:00,4,whale_shark,28.51596874092765,1,813.1604732335629,0.8660254037844387,-0.4999999999999998,12.9333
21.2418092084,-86.7199750533,2019-09-15 15:01:00+00:00,9,whale_shark,26.847570810455277,1,720.7920584224103,-1.0,-1.8369701987210297e-16,21.2418092084
-23.9736,35.5122,2005-05-06 12:00:00+00:00,5,whale_shark,25.938334449139678,1,672.7971939954261,0.49999999999999994,-0.8660254037844387,23.9736
12.91667,123.53333,2009-03-15 12:00:00+00:00,3,whale_shark,28.51596874092765,1,813.1604732335629,1.0,6.123233995736766e-17,12.91667
24.2321108297,-110.3661850836,2006-07-06 17:02:00+00:00,7,whale_shark,25.64930513049388,1,657.8868536771796,-0.4999999999999997,-0.8660254037844388,24.2321108297
-23.9736,35.5122,2006-02-17 12:00:00+00:00,2,whale_shark,25.938334449139678,1,672.7971939954261,0.8660254037844386,0.5000000000000001,23.9736
-23.0322,113.715,2009-05-01 12:00:00+00:00,5,whale_shark,25.03678867284756,1,626.8407870488279,0.49999999999999994,-0.8660254037844387,23.0322
12.9333,123.533,2008-03-15 12:00:00+00:00,3,whale_shark,28.51596874092765,1,813.1604732335629,1.0,6.123233995736766e-17,12.9333
-23.0322,113.715,2002-06-19 12:00:00+00:00,6,whale_shark,25.03678867284756,1,626.8407870488279,1.2246467991473532e-16,-1.0,23.0322
29.0299971667,-113.5534366667,2025-09-28 16:49:29+00:00,9,whale_shark,22.445996863886577,1,503.82277521360606,-1.0,-1.8369701987210297e-16,29.0299971667
-21.9013,113.9015,2005-04-21 12:00:00+00:00,4,whale_shark,25.675786608329787,1,659.2460179564872,0.8660254037844387,-0.4999999999999998,21.9013
7.68333,-81.6,2010-01-16 12:00:00+00:00,1,whale_shark,28.506512983810733,1,812.6212824961699,0.49999999999999994,0.8660254037844387,7.68333
-23.9736,35.5122,2007-04-16 12:00:00+00:00,4,whale_shark,25.938334449139678,1,672.7971939954261,0.8660254037844387,-0.4999999999999998,23.9736
-21.9013,113.9015,2008-05-29 12:00:00+00:00,5,whale_shark,25.675786608329787,1,659.2460179564872,0.49999999999999994,-0.8660254037844387,21.9013
-23.9736,35.5122,2005-10-28 12:00:00+00:00,10,whale_shark,25.938334449139678,1,672.7971939954261,-0.8660254037844386,0.5000000000000001,23.9736
-23.0322,113.715,2009-04-02 12:00:00+00:00,4,whale_shark,25.03678867284756,1,626.8407870488279,0.8660254037844387,-0.4999999999999998,23.0322
-21.9013,113.9015,2007-06-21 12:00:00+00:00,6,whale_shark,25.675786608329787,1,659.2460179564872,1.2246467991473532e-16,-1.0,21.9013
